include,source,title,authors,url,doi
NO,zenodo,"Figure 1 from: Sturm U, Schade S, Ceccaroni L, Gold M, Kyba C, Claramunt B, Haklay M, Kasperowski D, Albert A, Piera J, Brier J, Kullenberg C, Luna S (2017) Defining principles for mobile apps and platforms development in citizen science. Research Ideas and Outcomes 3: e21283. https://doi.org/10.3897/rio.3.e21283","- Sturm, Ulrike
- Schade, Sven
- Ceccaroni, Luigi
- Gold, Margaret
- Kyba, Christopher
- Claramunt, Bernat
- Haklay, Muki
- Kasperowski, Dick
- Albert, Alexandra
- Piera, Jaume
- Brier, Jonathan
- Kullenberg, Christopher
- Luna, Soledad",,10.3897/rio.3.e21283.figure1
NO,zenodo,"Figure 1 from: Sturm U, Schade S, Ceccaroni L, Gold M, Kyba C, Claramunt B, Haklay M, Kasperowski D, Albert A, Piera J, Brier J, Kullenberg C, Luna S (2018) Defining principles for mobile apps and platforms development in citizen science. Research Ideas and Outcomes 4: e23394. https://doi.org/10.3897/rio.4.e23394","- Sturm, Ulrike
- Schade, Sven
- Ceccaroni, Luigi
- Gold, Margaret
- Kyba, Christopher
- Claramunt, Bernat
- Haklay, Muki
- Kasperowski, Dick
- Albert, Alexandra
- Piera, Jaume
- Brier, Jonathan
- Kullenberg, Christopher
- Luna, Soledad",,10.3897/rio.4.e23394.figure1
NO,zenodo,"Figure 1 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure1
NO,zenodo,"Figure 1 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure1
NO,zenodo,"Figure 1 from: Vohland K, Häuser C, Regan E, Hoffmann A, Wetzel F (2016) 2nd EU BON Stakeholder Roundtable (Berlin, Germany): How can a European biodiversity network support citizen science? Research Ideas and Outcomes 2: e8616. https://doi.org/10.3897/rio.2.e8616","- Vohland, Katrin
- Häuser, Christoph
- Regan, Eugenie
- Hoffmann, Anke
- Wetzel, Florian",,10.3897/rio.2.e8616.figure1
NO,zenodo,"Figure 1 from: Wehrmann J, de Boer F, Benjumea R, Cavaillès S, Engelen D, Jansen J, Verhelst B, Vansteelant WMG (2019) Batumi Raptor Count: autumn raptor migration count data from the Batumi bottleneck, Republic of Georgia. ZooKeys 836: 135-157. https://doi.org/10.3897/zookeys.836.29252","- Wehrmann, Jasper
- de Boer, Folkert
- Benjumea, Rafa
- Cavaillès, Simon
- Engelen, Dries
- Jansen, Johannes
- Verhelst, Brecht
- Vansteelant, Wouter M.G.",,10.3897/zookeys.836.29252.figure1
NO,zenodo,"Figure 1 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.figure1
NO,zenodo,FIGURE 1 in A shallow-living benthic Rhodaliid siphonophore: citizen science discovery from Papua New Guinea,"- Mapstone, Gillian M.",,10.5281/zenodo.997153
NO,zenodo,Figure 10 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure10
NO,zenodo,"Figure 10 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure10
NO,zenodo,"Figure 10 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure10
NO,zenodo,"Figure 10 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure10
NO,zenodo,Figure 11 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure11
NO,zenodo,"Figure 11 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure11
NO,zenodo,"Figure 11 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure11
NO,zenodo,Figure 12 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure12
NO,zenodo,"Figure 12 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure12
NO,zenodo,"Figure 12 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure12
NO,zenodo,Figure 13 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure13
NO,zenodo,"Figure 13 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure13
NO,zenodo,"Figure 13 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure13
NO,zenodo,Figure 14 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure14
NO,zenodo,"Figure 14 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure14
NO,zenodo,"Figure 14 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure14
NO,zenodo,Figure 15 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure15
NO,zenodo,"Figure 15 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure15
NO,zenodo,"Figure 15 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure15
NO,zenodo,Figure 16 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure16
NO,zenodo,"Figure 16 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure16
NO,zenodo,"Figure 16 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure16
NO,zenodo,Figure 17 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure17
NO,zenodo,"Figure 17 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure17
NO,zenodo,"Figure 17 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure17
NO,zenodo,Figure 18 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure18
NO,zenodo,"Figure 18 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure18
NO,zenodo,"Figure 18 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure18
NO,zenodo,Figure 19 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure19
NO,zenodo,"Figure 19 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure19
NO,zenodo,"Figure 19 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure19
NO,zenodo,"Figure 1a from: Chatzigeorgiou G, Faulwetter S, Dailianis T, Smith V, Koulouri P, Dounas C, Arvanitidis C (2016) Testing the robustness of Citizen Science projects: Evaluating the results of pilot project COMBER . Biodiversity Data Journal 4: e10859. https://doi.org/10.3897/BDJ.4.e10859","- Chatzigeorgiou, Giorgos
- Faulwetter, Sarah
- Dailianis, Thanos
- Smith, Vincent
- Koulouri, Panagiota
- Dounas, Costas
- Arvanitidis, Christos",,10.3897/BDJ.4.e10859.figure1a
NO,zenodo,"Figure 1a from: Datry T, Singer G, Sauquet E, Jorda-Capdevilla D, Von Schiller D, Subbington R, Magand C, Pařil P, Miliša M, Acuña V, Alves M, Augeard B, Brunke M, Cid N, Csabai Z, England J, Froebrich J, Koundouri P, Lamouroux N, Martí E, Morais M, Munné A, Mutz M, Pesic V, Previšić A, Reynaud A, Robinson C, Sadler J, Skoulikidis N, Terrier B, Tockner K, Vesely D, Zoppini A (2017) Science and Management of Intermittent Rivers and Ephemeral Streams (SMIRES). Research Ideas and Outcomes 3: e21774. https://doi.org/10.3897/rio.3.e21774","- Datry, Thibault
- Singer, Gabriel
- Sauquet, Eric
- Jorda-Capdevila, Dídac
- Von Schiller, Daniel
- Subbington, Rachel
- Magand, Claire
- Pařil, Petr
- Miliša, Marko
- Acuña, Vicenç
- Alves, Maria Helena
- Augeard, Bénédicte
- Brunke, Matthias
- Cid, Núria
- Csabai, Zoltán
- England, Judy
- Froebrich, Jochen
- Koundouri, Phoebe
- Lamouroux, Nicolas
- Martí, Eugènia
- Morais, Manuela
- Munné, Antoni
- Mutz, Michael
- Pesic, Vladimir
- Previšić, Ana
- Reynaud, Arnaud
- Robinson, Christopher
- Sadler, Jonathan
- Skoulikidis, Nikos
- Terrier, Benoit
- Tockner, Klement
- Vesely, David
- Zoppini, Annamaria",,10.3897/rio.3.e21774.figure1a
